ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;247531668;1998-04-04;Beck;Duran;GSTR2;07 12 74 19 20;Sed@aliquetmolestie.net
2;214699024;1998-02-18;Perkins;Combs;GSTR2;08 85 67 66 44;Phasellus.vitae.mauris@aliquetPhasellus.edu
3;227531549;1998-08-01;French;Rhodes;GSTR2;05 95 01 43 99;risus.Duis@tincidunttempusrisus.ca
4;271065834;1998-08-21;Diaz;Richard;GSTR2;03 51 54 05 68;consectetuer.cursus@nibhAliquam.ca
5;271003620;1998-11-02;Becker;Stone;GSTR2;07 01 03 02 58;quis.diam.luctus@infaucibus.net
6;266770209;1998-12-28;Benjamin;Dotson;GSTR2;02 41 20 28 52;orci.luctus.et@acarcu.edu
7;224520568;1998-09-19;Macdonald;Hewitt;GSTR2;07 77 50 64 37;Nam@nostra.co.uk
8;195307711;1998-11-13;Davis;Mclean;GSTR2;03 62 14 14 09;lectus.sit.amet@ligulaAliquam.co.uk
9;227893607;1998-12-06;Haley;Dyer;GSTR2;05 46 37 35 31;ante@mattis.com
10;255759846;1998-04-19;Walsh;Day;GSTR2;01 86 36 85 59;cursus@mollis.com
11;273094493;1998-09-16;Knight;Zimmerman;GSTR2;07 47 52 34 09;lacus.varius.et@Duis.net
12;299450023;1998-03-31;Ward;Haney;GSTR2;08 41 32 03 19;quis@adipiscingelitCurabitur.edu
13;297218245;1998-02-16;Grant;Fisher;GSTR2;08 22 22 98 13;lobortis.quam.a@famesac.net
14;238488274;1998-10-25;Baxter;Richard;GSTR2;03 51 72 64 53;imperdiet@Pellentesquehabitantmorbi.edu
15;257732857;1998-03-28;Fuller;Mercer;GSTR2;05 75 13 21 48;felis.eget.varius@vestibulum.com
16;273107665;1998-11-04;Buchanan;Duffy;GSTR2;09 03 01 67 63;lorem.vehicula@ridiculusmus.edu
17;256555331;1998-10-01;Maxwell;Mckenzie;GSTR2;02 58 88 97 86;enim@Namligulaelit.net
18;208824502;1998-05-23;Chavez;Romero;GSTR2;08 00 99 68 45;et@loremeu.com
19;198687278;1998-02-17;Church;Bartlett;GSTR2;07 25 67 36 35;adipiscing@nonantebibendum.org
20;257932061;1998-03-01;Burris;Patrick;GSTR2;08 49 75 67 49;non@necante.ca
21;227131978;1998-05-04;Cantu;Shields;GSTR2;03 49 55 53 56;mauris@mus.com
22;248315811;1998-12-05;Trujillo;Hubbard;GSTR2;05 43 45 03 05;lobortis@egetdictum.ca
23;218872153;1998-06-23;Houston;Delgado;GSTR2;06 41 39 74 80;mollis.non.cursus@euplacerateget.edu
24;191797231;1998-03-31;Vinson;Acosta;GSTR2;02 86 11 53 02;libero.Donec.consectetuer@justositamet.net
25;291531820;1998-03-18;Greene;Gates;GSTR2;07 15 27 36 14;non.justo.Proin@risusDuisa.co.uk
