ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;184055465;1999-07-13;Grimes;French;GINF1;04 40 93 09 96;amet.ante@nibhenimgravida.edu
2;192099972;1999-02-06;Dunlap;Valentine;GINF1;08 25 93 17 78;egestas.Aliquam.nec@semperauctor.co.uk
3;184193591;1999-09-27;Carlson;Guthrie;GINF1;03 10 32 62 72;lobortis.augue@dictumauguemalesuada.org
4;189832303;1999-08-19;Powell;Moore;GINF1;04 92 56 46 10;eu@etnuncQuisque.ca
5;162579553;1999-07-12;Coleman;Campbell;GINF1;01 76 55 79 01;mauris.elit.dictum@inconsectetueripsum.ca
6;163029561;1999-06-30;Potter;Burke;GINF1;06 13 05 92 62;mi@tempuseuligula.edu
7;184129068;1999-11-17;Goodwin;Blake;GINF1;02 57 08 37 06;Nullam.feugiat.placerat@luctuset.com
8;199755811;1999-10-12;Cole;Romero;GINF1;09 58 13 41 31;augue.porttitor.interdum@velitCraslorem.co.uk
9;163748037;1999-04-16;Harrington;Thompson;GINF1;03 31 62 64 21;sollicitudin@rhoncusDonecest.edu
10;193891809;1999-08-18;Mullen;Moon;GINF1;03 81 60 98 84;Phasellus.nulla.Integer@nuncIn.org
11;188028423;1999-02-04;Lucas;Bowen;GINF1;08 39 14 56 72;ultrices@cubilia.net
12;197418906;1999-09-09;Blanchard;Wyatt;GINF1;01 09 43 18 13;Integer.mollis.Integer@molestie.org
13;173154218;1999-05-13;Holloway;Murphy;GINF1;07 28 65 46 50;lectus@Integervitae.ca
14;197583893;1999-07-01;Knowles;Campbell;GINF1;03 36 52 57 34;Lorem.ipsum@Curabiturvel.net
15;160602348;1999-03-15;Browning;Langley;GINF1;09 39 15 48 07;tristique@orciPhasellus.ca
16;176250147;1999-02-05;Reilly;Franks;GINF1;07 09 08 27 33;egestas.a@augue.co.uk
17;173522509;1999-07-19;Oneal;Durham;GINF1;02 89 20 71 15;Fusce.feugiat.Lorem@Vestibulumuteros.com
18;172966588;1999-03-27;Cummings;Mckay;GINF1;06 77 68 63 06;Vivamus.non.lorem@disparturientmontes.org
19;162164213;1999-03-27;Chandler;Tanner;GINF1;08 74 14 14 16;per.conubia.nostra@Craseutellus.co.uk
20;187172639;1999-06-05;Neal;Ingram;GINF1;09 64 75 90 26;justo.Praesent@Pellentesqueutipsum.co.uk
21;178117718;1999-04-16;Frazier;Alford;GINF1;08 89 38 58 74;purus.in.molestie@in.edu
22;187250062;1999-10-30;Kemp;Knight;GINF1;04 28 85 28 93;ipsum.dolor@nonummyipsumnon.com
23;169218118;1999-09-21;Oneil;Rowe;GINF1;02 22 23 26 95;Praesent.luctus@Nunc.com
24;166762847;1999-07-30;Thomas;Macias;GINF1;03 06 21 53 38;Proin.nisl.sem@vulputateeuodio.ca
25;184415891;1999-04-01;Kaufman;Gamble;GINF1;09 68 60 22 34;purus.ac@elitsed.co.uk
