ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;251881103;1999-11-23;Adams;Gaines;GIND1;01 38 81 89 01;blandit@tristique.edu
2;255568226;1999-11-16;Golden;Jennings;GIND1;02 89 28 91 32;quis.tristique@metuseu.com
3;341062185;1999-10-01;Avery;Small;GIND1;04 97 38 50 09;non@MorbimetusVivamus.ca
4;202494596;1999-03-08;Carr;Richard;GIND1;05 20 05 81 58;Mauris@acarcuNunc.com
5;210910547;1999-08-04;Erickson;Wolf;GIND1;02 27 19 03 01;lacinia@a.org
6;233205753;1999-07-22;Shepherd;Keller;GIND1;02 18 22 36 44;mi.lacinia.mattis@rutrumFuscedolor.edu
7;354928604;1999-05-14;Boyd;Acosta;GIND1;05 65 37 09 27;a.felis.ullamcorper@eratvolutpat.com
8;181489388;1999-06-01;Colon;Ingram;GIND1;08 24 84 67 06;justo@nuncsed.com
9;270051286;1999-07-18;Patel;Middleton;GIND1;03 74 62 15 54;sem.elit.pharetra@necmetusfacilisis.net
10;378320299;1999-04-19;Joseph;Ferguson;GIND1;09 29 47 77 85;Proin.sed@egestasurna.net
11;216131447;1999-08-08;Mejia;Lawrence;GIND1;08 63 70 10 06;sit.amet@vulputate.edu
12;383318553;1999-03-28;Sawyer;Tyson;GIND1;04 36 21 44 94;metus@Pellentesquehabitantmorbi.co.uk
13;228211841;1999-05-18;Vance;Sweet;GIND1;01 47 54 62 16;est@estMauriseu.ca
14;369818034;1999-05-09;Harrington;Hicks;GIND1;04 69 65 48 61;purus.Maecenas.libero@Curabitursed.co.uk
15;234559474;1999-04-13;Fitzpatrick;Cole;GIND1;04 45 96 33 89;Vivamus.euismod.urna@sapienimperdietornare.ca
16;208587108;1999-08-10;Sandoval;Clarke;GIND1;07 81 03 47 84;eu.neque.pellentesque@eu.org
17;250482377;1999-02-14;Norman;Christensen;GIND1;07 01 12 21 46;nisi.magna.sed@odio.org
18;245580817;1999-11-09;Owen;West;GIND1;07 01 76 32 24;fringilla.cursus@lacus.ca
19;240340903;1999-10-28;Wilder;Shaw;GIND1;01 68 99 70 13;Mauris@semperauctorMauris.co.uk
20;306944921;1999-03-25;Roy;Moses;GIND1;09 70 08 10 99;Sed@nonduinec.edu
21;170142748;1999-05-24;Pierce;Moran;GIND1;01 19 37 71 18;habitant.morbi.tristique@Duis.com
22;386648008;1999-02-06;Rosario;Casey;GIND1;05 41 67 32 03;in.faucibus.orci@Sed.edu
23;280975576;1999-09-17;Holder;Horn;GIND1;09 44 24 60 80;dictum.eu.eleifend@vitae.edu
24;291083805;1999-11-22;Witt;Ryan;GIND1;07 03 65 36 24;purus@auctornuncnulla.org
25;396620290;1999-09-23;Hicks;Lara;GIND1;07 03 85 93 87;interdum.Curabitur.dictum@utipsum.co.uk
26;254355908;1999-03-24;Vargas;Mcfadden;GIND1;08 93 76 80 09;orci.Ut@lobortisClass.ca
27;185394551;1999-04-05;Atkinson;Patton;GIND1;08 22 64 88 89;In@egestasFuscealiquet.co.uk
28;259349478;1999-02-07;Paul;Whitehead;GIND1;02 83 85 29 91;ac.tellus.Suspendisse@tristiquepellentesque.edu
29;201706012;1999-06-26;Wilkins;Serrano;GIND1;02 26 64 96 49;ac.mattis.ornare@congue.com
