ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;228759693;1999-10-11;Aguirre;Clark;G3EI1;08 06 98 97 19;Donec.est.mauris@dictumplacerataugue.com
2;217009019;1999-08-01;Odom;Miles;G3EI1;09 80 09 24 50;Curabitur.dictum.Phasellus@ridiculusmusAenean.com
3;253172430;1999-06-09;Rich;Fowler;G3EI1;04 03 86 37 20;semper@ipsumPhasellus.edu
4;270185581;1999-04-06;Obrien;Ratliff;G3EI1;04 04 81 99 78;litora.torquent.per@nuncnullavulputate.org
5;285509684;1999-06-28;Bridges;Estrada;G3EI1;03 04 58 05 55;Nunc@liberoProin.net
6;207598720;1999-09-28;White;Rocha;G3EI1;09 27 20 40 68;lectus@magnisdis.net
7;251351354;1999-03-12;Hardin;Howe;G3EI1;05 11 07 82 45;velit.Cras.lorem@Integer.co.uk
8;298589351;1999-05-15;Hoover;Chapman;G3EI1;04 17 74 61 29;consectetuer.rhoncus.Nullam@faucibus.org
9;182607361;1999-02-16;Gilmore;Jackson;G3EI1;04 94 88 62 41;imperdiet@nullaInteger.co.uk
10;259495670;1999-03-19;Hunter;Bradford;G3EI1;07 18 73 74 58;ultrices.Vivamus@ut.org
11;210287353;1999-09-13;Miller;Gallagher;G3EI1;05 10 30 16 59;tempus.lorem@consequat.net
12;289556745;1999-08-08;Blair;Preston;G3EI1;04 14 50 74 60;cursus@risusNullaeget.com
13;274410266;1999-04-23;Mccall;Guerra;G3EI1;03 06 47 63 47;ultrices.mauris@tincidunt.ca
14;215046071;1999-09-09;Hancock;Dotson;G3EI1;02 43 07 94 37;ullamcorper.velit.in@metusurnaconvallis.com
15;192729204;1999-03-26;Hebert;Estrada;G3EI1;01 75 73 91 04;felis.Donec@pretium.org
16;257887552;1999-02-04;Cooley;Carpenter;G3EI1;01 64 47 34 98;neque.vitae@tristiqueaceleifend.org
17;187696011;1999-07-17;Barrett;Mcintosh;G3EI1;04 13 91 30 02;Fusce.aliquam.enim@augueidante.net
18;209040425;1999-05-27;Black;Dickson;G3EI1;02 26 16 44 66;tristique.senectus.et@neque.org
19;250747341;1999-04-22;Briggs;Dudley;G3EI1;02 35 90 24 46;lectus.a@arcu.co.uk
20;237382665;1999-04-14;Stafford;Harmon;G3EI1;03 65 11 90 37;fringilla.cursus.purus@porttitorscelerisque.org
21;299493655;1999-08-14;Ward;England;G3EI1;03 00 44 64 58;ultricies.dignissim@fringillaornare.com
22;286808919;1999-09-09;Ewing;Simon;G3EI1;07 13 80 48 54;elit.a.feugiat@sitamet.ca
