ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;165644642;1998-09-16;Zimmerman;Manning;GINF2;04 58 86 92 83;Proin.nisl@PraesentluctusCurabitur.ca
2;186235283;1998-03-31;Spencer;Hobbs;GINF2;02 73 25 20 19;vulputate@Sed.co.uk
3;168246488;1998-02-16;Gibbs;Finley;GINF2;06 88 78 29 73;libero@dolor.net
4;164239266;1998-10-25;Bass;Roberson;GINF2;04 96 85 51 04;lorem@pedenec.org
5;178529787;1998-03-28;Spears;Mccray;GINF2;01 51 05 02 50;sapien@mattis.com
6;187421623;1998-11-04;King;Adkins;GINF2;06 29 61 22 13;tincidunt@velarcu.edu
7;186567838;1998-10-01;Murray;Morse;GINF2;02 61 69 41 78;pharetra.Quisque.ac@Nulla.net
8;184382908;1998-05-23;Salas;Conway;GINF2;05 46 52 42 92;Cras.eu@sempereratin.co.uk
9;169576258;1998-02-17;Chavez;Sanchez;GINF2;08 17 62 10 39;sodales@acfermentum.co.uk
10;160820710;1998-03-01;Mcdowell;Pennington;GINF2;08 96 68 97 64;Aliquam@Nunc.co.uk
11;162697915;1998-05-04;Whitaker;Morton;GINF2;07 25 51 54 12;sit.amet@duiquisaccumsan.com
12;162648295;1998-12-05;Kirkland;Mullins;GINF2;06 79 68 74 79;urna.justo@enimSed.co.uk
13;194124923;1998-06-23;Bass;Lancaster;GINF2;02 75 23 01 75;ac.urna.Ut@turpisnonenim.ca
14;161302805;1998-03-31;Vance;Daniels;GINF2;08 89 92 34 01;vehicula@rhoncusNullamvelit.org
15;190805684;1998-03-18;Morton;Melton;GINF2;07 88 04 67 04;eu.neque.pellentesque@liberoatauctor.com
16;190149073;1998-08-15;Sherman;Gentry;GINF2;09 42 04 38 62;senectus@Phasellus.co.uk
17;175969105;1998-02-14;Rogers;Richmond;GINF2;02 81 20 30 96;vitae.odio@luctuslobortisClass.ca
18;183854036;1998-08-26;Woodward;Sandoval;GINF2;08 02 60 95 37;velit.eu.sem@disparturient.edu
19;173722878;1998-10-01;Ballard;Jordan;GINF2;09 75 52 45 57;molestie.arcu@fringillapurusmauris.edu
20;180244751;1998-06-27;Emerson;Joyce;GINF2;03 85 54 34 38;nunc@SednequeSed.co.uk
21;172541244;1998-07-02;Mcguire;Douglas;GINF2;03 16 33 56 30;arcu.Vivamus.sit@augue.com
22;171100836;1998-12-20;Keller;Knowles;GINF2;09 36 29 67 32;nonummy.ipsum@Donec.org
23;191546147;1998-09-05;Morris;Potts;GINF2;08 62 17 48 06;feugiat.nec.diam@Nam.com
24;165442993;1998-08-25;Good;Gilbert;GINF2;04 14 13 40 31;scelerisque.dui@nuncullamcorper.net
25;192455746;1998-06-29;Henry;Dominguez;GINF2;09 07 27 37 05;dapibus@Proin.net
26;181400789;1998-07-12;Hester;Levine;GINF2;01 03 92 13 78;ut@laoreetlectusquis.edu
27;160283408;1998-12-09;Sanders;Lang;GINF2;06 05 36 52 99;euismod.est.arcu@intempus.org
28;184045820;1998-05-03;Blankenship;Crawford;GINF2;02 83 23 77 49;dis.parturient.montes@adipiscinglobortisrisus.ca
29;172815809;1998-05-30;Park;Holman;GINF2;09 62 31 51 86;in.hendrerit@pellentesquetellussem.org
30;188017549;1998-07-16;Oliver;Peck;GINF2;03 19 12 43 15;risus.Donec.egestas@eu.net
31;169835706;1998-12-24;Scott;Reyes;GINF2;09 74 93 56 81;dis.parturient@Vivamusrhoncus.co.uk
32;185170417;1998-09-05;Hayden;Molina;GINF2;03 87 15 45 85;Duis.ac@ornareFusce.com
33;160514564;1998-12-08;Figueroa;Randolph;GINF2;09 56 10 88 61;at@rhoncusNullamvelit.ca
34;189210028;1998-02-07;Peck;Malone;GINF2;02 98 31 57 38;ac@accumsan.ca
35;185897236;1998-06-26;Calderon;Whitehead;GINF2;02 70 01 83 88;neque@amet.com
36;196847137;1998-03-02;Rosales;Mercer;GINF2;07 99 22 79 32;malesuada.vel.convallis@metusAenean.co.uk
37;186907912;1998-10-27;Walls;Bernard;GINF2;07 39 81 48 20;mi.lorem@placeratorci.net
38;186198746;1998-11-29;Delacruz;Dejesus;GINF2;04 32 90 33 05;aliquet.vel@Vivamusnon.ca
39;173773326;1998-08-23;Singleton;Johnson;GINF2;01 81 12 59 85;est.tempor.bibendum@nulla.ca
40;193604764;1998-05-13;Dominguez;Wise;GINF2;02 43 77 45 32;sem.vitae@orciUtsemper.org
41;173143842;1998-05-05;Dawson;Harmon;GINF2;06 26 02 06 90;est.mollis.non@vulputateduinec.com
42;173449849;1998-04-06;Zimmerman;Manning;GINF2;5 58 86 92 83;Proin.nisl@PraesentluctusCurabitur.ca
43;181798538;1998-08-21;Spencer;Hobbs;GINF2;3 73 25 20 19;vulputate@Sed.co.uk
44;183541680;1998-11-02;Gibbs;Finley;GINF2;7 88 78 29 73;libero@dolor.net
45;162812860;1998-12-28;Bass;Roberson;GINF2;5 96 85 51 04;lorem@pedenec.org
46;183711327;1998-09-19;Spears;Mccray;GINF2;2 51 05 02 50;sapien@mattis.com
47;193226143;1998-11-13;King;Adkins;GINF2;7 29 61 22 13;tincidunt@velarcu.edu
48;179447153;1998-12-06;Murray;Morse;GINF2;3 61 69 41 78;pharetra.Quisque.ac@Nulla.net
