ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;385750298;1997-08-08;Mitchell;Stephens;GIND3;09 77 78 32 85;ornare.lectus.justo@imperdietnecleo.co.uk
2;299174705;1997-12-21;Conner;Winters;GIND3;02 53 42 53 96;Vivamus.euismod.urna@aliquamenimnec.com
3;307594514;1997-04-18;Richmond;Elliott;GIND3;07 29 95 96 34;Fusce@nec.com
4;325673426;1997-06-07;Abbott;Kramer;GIND3;05 30 75 95 76;ac@ante.org
5;298360929;1997-09-19;Mendoza;England;GIND3;07 20 71 47 73;amet.lorem.semper@volutpatnunc.com
6;219695411;1997-06-18;Slater;Riddle;GIND3;04 07 86 85 30;Curabitur.vel@cubiliaCurae.ca
7;187916625;1997-01-27;Dominguez;Oneill;GIND3;06 29 68 73 45;aliquet.libero.Integer@augue.org
8;212600267;1997-06-18;Osborne;Foster;GIND3;05 47 97 38 04;vel.lectus.Cum@ipsumnuncid.com
9;219850612;1997-02-15;Benton;Cruz;GIND3;09 82 72 54 51;Donec@vitaepurusgravida.ca
10;336861001;1997-10-31;Mcgowan;Mckenzie;GIND3;03 78 98 14 50;vitae@gravida.org
11;196518704;1997-01-05;Robles;Galloway;GIND3;09 13 81 64 30;eget@Donec.co.uk
12;199431951;1997-04-05;Miles;Fuentes;GIND3;03 91 92 24 16;ipsum.primis@risus.ca
13;220600492;1997-03-02;Wynn;Singleton;GIND3;07 80 68 82 56;Nunc.mauris@Maurismagna.co.uk
14;286074367;1997-05-17;Hanson;Joyce;GIND3;02 95 81 30 72;ac.urna@interdumligula.co.uk
15;209824808;1997-12-05;Gentry;Mcdaniel;GIND3;09 78 65 34 94;diam.luctus.lobortis@nuncestmollis.edu
16;191708276;1997-05-12;Maynard;Hatfield;GIND3;01 64 84 59 69;ante@vestibulum.net
17;222072253;1997-08-09;Dudley;Mccarthy;GIND3;05 49 97 79 40;enim.Mauris.quis@aliquamenimnec.net
18;354668848;1997-03-31;Hudson;Maxwell;GIND3;03 32 02 86 93;amet@interdum.edu
19;331435444;1997-07-20;Best;Snyder;GIND3;02 33 36 07 77;est.Mauris.eu@ante.edu
20;226074160;1997-12-05;Wilder;Rivers;GIND3;03 95 91 27 86;ac.risus.Morbi@ridiculusmusAenean.edu
21;379893501;1997-03-31;Henderson;Sharpe;GIND3;05 83 42 33 89;luctus@ligula.co.uk
22;237749193;1997-07-20;Dale;Durham;GIND3;08 15 25 88 52;elit.pretium.et@Nam.net
23;357515866;1997-04-30;Doyle;Martin;GIND3;09 39 67 45 80;odio.Phasellus@arcu.edu
24;390220651;1997-07-06;Ware;Maldonado;GIND3;08 15 51 03 63;interdum.Nunc@Etiamgravidamolestie.ca
25;368862556;1998-08-08;Shields;Richards;GIND3;02 10 30 87 45;vel@interdumCurabiturdictum.com
26;320440900;1998-12-21;Craig;Fields;GIND3;09 24 76 22 71;sed@Phasellusdolor.org
