ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;307594514;1997-10-09;Fitzgerald;Cotton;GSEA3;05 70 31 03 97;non.sapien.molestie@disparturientmontes.org
2;325673426;1997-07-11;Pickett;Norris;GSEA3;04 28 74 58 14;dui.Cum@id.co.uk
3;298360929;1997-07-28;Hale;Wheeler;GSEA3;06 41 94 58 22;lacus.varius@nonleo.co.uk
4;219695411;1997-09-22;Benjamin;Michael;GSEA3;07 62 33 28 32;Curae.Phasellus@imperdiet.net
5;187916625;1997-02-11;Bowen;Stanton;GSEA3;06 21 55 91 71;eu@ametornare.ca
6;212600267;1997-02-28;Oconnor;Richmond;GSEA3;04 71 68 28 30;tincidunt.vehicula.risus@diam.edu
7;219850612;1997-06-15;Cooke;Rivers;GSEA3;02 13 48 87 98;lorem.semper@Donec.edu
8;336861001;1997-09-14;Beach;Vaughan;GSEA3;09 13 47 76 47;convallis@ornare.co.uk
9;196518704;1997-10-06;Gallagher;Romero;GSEA3;02 51 87 59 40;rutrum.lorem@aliquameu.edu
10;199431951;1997-03-31;Spencer;Woods;GSEA3;03 88 05 01 65;amet.lorem@SuspendisseduiFusce.co.uk
11;220600492;1997-06-29;Hampton;Hester;GSEA3;01 70 49 79 06;neque@aarcu.org
12;286074367;1997-01-12;Gates;Figueroa;GSEA3;06 74 74 54 27;Curabitur@malesuadafames.ca
13;209824808;1997-02-03;Fischer;Dominguez;GSEA3;02 94 26 57 43;parturient.montes.nascetur@Vivamussitamet.ca
14;191708276;1997-02-18;Puckett;George;GSEA3;03 88 71 42 78;augue@loremeget.edu
15;222072253;1997-01-21;Glover;Mcknight;GSEA3;07 06 11 77 77;tempus.mauris.erat@neceuismod.net
16;16020307;1997-09-03;Mays;Wilder;GSEA3;02 08 80 60 30;et.netus.et@Curabiturdictum.edu
17;16871112;1997-06-20;Rocha;Wilkinson;GSEA3;06 74 29 24 48;libero@Nullam.com
18;16301010;1997-07-05;Rich;Smith;GSEA3;07 97 45 17 28;malesuada.vel.convallis@risus.edu
19;16530228;1997-10-31;Mack;Larson;GSEA3;07 36 51 51 40;tempor@eratvolutpatNulla.edu
20;16140326;1997-09-11;Reid;Morris;GSEA3;04 34 92 29 19;et.netus.et@Vivamusnonlorem.ca
21;16400928;1997-04-21;Moses;Lang;GSEA3;01 23 48 03 09;Curabitur@etlacinia.co.uk
22;16450723;1997-01-07;Short;Burgess;GSEA3;02 88 40 72 94;vel@adlitoratorquent.edu
23;16220519;1997-09-21;Stone;Tanner;GSEA3;06 57 97 50 94;Quisque.nonummy@lectusNullam.org
24;16831227;1997-07-17;Sparks;Fields;GSEA3;09 04 96 53 21;sociis@euismodurnaNullam.org
25;16020130;1997-03-19;Solomon;Madden;GSEA3;06 56 45 38 00;quis@vestibulumneque.org
26;16690410;1997-07-30;Mckay;Lloyd;GSEA3;05 54 62 97 37;rutrum.non.hendrerit@nonenimcommodo.com
27;294038887;1997-11-24;Cline;Pratt;GSEA3;08 68 14 90 21;scelerisque.neque@sit.ca
28;296273074;1997-10-03;Sutton;Sargent;GSEA3;08 82 32 18 20;Cras.sed@lobortisquama.org
29;226299332;1997-08-26;Morris;Boone;GSEA3;07 31 26 49 54;adipiscing@sitamet.com
30;230123094;1997-11-20;Wilkinson;Conner;GSEA3;07 36 82 96 21;purus@sitamet.com
31;191568658;1997-05-30;Taylor;Berg;GSEA3;03 45 56 82 04;quis.massa@DonecnibhQuisque.org
32;240621398;1997-02-20;Guy;Kim;GSEA3;09 62 90 49 19;Donec.tincidunt.Donec@magnaSuspendisse.com
33;221160310;1997-12-03;Savage;Barr;GSEA3;01 95 79 01 30;sodales.purus@iaculislacuspede.org
