ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;16270519;1997-03-31;Henson;Black;G3EI3;03 94 02 54 66;In.condimentum.Donec@congueturpisIn.org
2;16260520;1997-11-23;Ballard;Curtis;G3EI3;07 39 78 43 24;pretium.neque@vitaevelitegestas.com
3;16221030;1997-09-22;Holcomb;Fox;G3EI3;06 69 98 76 69;sapien@metusAliquamerat.com
4;16880313;1997-06-22;Fuller;Guthrie;G3EI3;04 23 10 99 79;Nunc.pulvinar.arcu@Crasloremlorem.co.uk
5;16561026;1997-06-10;Beard;Holloway;G3EI3;03 33 26 13 38;pede.ultrices.a@Maurismolestie.edu
6;16690512;1997-10-02;Mcmillan;George;G3EI3;02 20 86 75 67;in.consequat.enim@est.com
7;16590519;1997-10-13;Knapp;Ortiz;G3EI3;09 45 26 18 08;Proin.dolor@tellusNunclectus.ca
8;16320103;1997-11-14;Washington;Benjamin;G3EI3;09 36 77 95 15;quis.accumsan@purusDuis.org
9;16171118;1997-06-08;Cabrera;Ross;G3EI3;09 60 01 73 60;Etiam@vestibulumMaurismagna.ca
10;16020307;1997-06-05;Brennan;York;G3EI3;04 42 18 04 41;mi.lacinia.mattis@lacus.co.uk
11;16871112;1997-11-14;Byrd;Mendoza;G3EI3;03 05 21 68 60;urna.et@anteblanditviverra.ca
12;16301010;1997-10-18;Rosa;Oneal;G3EI3;05 66 61 50 52;ornare.placerat.orci@liberoInteger.ca
13;16530228;1997-07-28;Cain;Ingram;G3EI3;07 52 82 52 74;elit@condimentumDonecat.ca
14;16140326;1997-06-16;Graves;Justice;G3EI3;06 81 67 87 51;mauris@anunc.com
15;16400928;1997-11-12;Greer;Guerrero;G3EI3;08 38 69 72 39;Phasellus@nisiAenean.com
16;16450723;1997-05-17;Britt;Cummings;G3EI3;05 53 11 64 65;tempus@malesuadaut.edu
17;16220519;1997-10-20;Cardenas;William;G3EI3;08 03 62 30 91;egestas@diamSed.co.uk
18;16831227;1997-11-02;Chambers;Fields;G3EI3;07 26 09 29 06;ridiculus@eudui.edu
19;16020130;1997-10-18;Hull;Jimenez;G3EI3;03 44 39 02 48;Duis.at.lacus@euligulaAenean.ca
20;16690410;1997-04-17;Martinez;Newman;G3EI3;05 05 23 89 96;vitae.erat@libero.net
21;16760310;1997-10-29;Melton;Fernandez;G3EI3;09 70 06 91 76;Donec.feugiat@Vivamusmolestiedapibus.net
