ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;159894853;1999-07-30;Lang;Thomas;GSEA1;09 84 10 40 64;mi.eleifend.egestas@Etiamligula.com
2;218423230;1999-04-01;Silva;Cobb;GSEA1;08 81 30 06 59;malesuada.Integer@In.ca
3;160155413;1999-10-24;Gaines;Hutchinson;GSEA1;04 20 60 33 67;massa@imperdietnonvestibulum.org
4;292208394;1999-08-19;Howe;Nieves;GSEA1;02 29 06 94 75;vitae.diam.Proin@dictum.edu
5;182061001;1999-06-23;Ayala;Key;GSEA1;02 84 36 66 38;sodales.nisi@augueut.com
6;248747905;1999-06-24;Fischer;Pratt;GSEA1;01 51 30 38 53;Aliquam.erat.volutpat@magnis.com
7;287386467;1999-04-23;Briggs;Benson;GSEA1;09 51 38 96 84;lacinia.mattis@sapienNunc.co.uk
8;197841192;1999-04-16;Nichols;Mcgowan;GSEA1;07 24 79 92 13;mattis.ornare.lectus@aliquet.org
9;278080474;1999-11-17;Fleming;Hayden;GSEA1;08 50 07 63 58;ac.libero.nec@ornareFuscemollis.org
10;276156545;1999-09-25;Grimes;Blankenship;GSEA1;04 09 19 20 70;non@Utsemper.net
11;178133600;1999-10-15;Melendez;Barlow;GSEA1;02 68 76 14 93;felis.ullamcorper@dis.org
12;173321671;1999-06-24;Lindsey;Cunningham;GSEA1;01 59 69 54 96;vulputate.posuere@Morbi.edu
13;255572555;1999-09-07;Jensen;Meyer;GSEA1;01 51 80 29 07;nunc@Aliquamultrices.co.uk
14;296798897;1999-03-15;Reeves;Wallace;GSEA1;07 24 40 99 35;eleifend@aduiCras.com
15;218312236;1999-04-30;Meadows;Farley;GSEA1;03 34 08 53 60;neque.non.quam@eteuismod.ca
16;234562574;1999-07-17;Hernandez;Battle;GSEA1;05 34 25 48 90;Cum.sociis.natoque@metus.org
17;177589217;1999-10-14;Garrett;Davenport;GSEA1;07 38 52 71 92;pharetra.ut.pharetra@eu.co.uk
18;266746293;1999-09-01;Ortiz;Moon;GSEA1;06 44 56 65 31;Integer.in.magna@consectetuer.org
19;184183598;1999-10-02;Ward;May;GSEA1;03 60 08 53 76;neque.sed.sem@senectuset.com
20;214610528;1999-11-01;Ferguson;Foley;GSEA1;01 65 67 88 09;Phasellus.elit@Aliquamornare.co.uk
21;240996093;1999-05-12;Jensen;Ray;GSEA1;02 09 61 08 03;Integer.eu.lacus@vulputatemauris.edu
22;231635206;1999-06-25;Russo;Strong;GSEA1;01 13 69 09 38;magna.et@necdiam.ca
23;165372614;1999-05-15;Hays;Keith;GSEA1;06 21 34 10 32;lacinia@liberonec.net
24;151044621;1999-03-05;Mann;Klein;GSEA1;08 41 54 56 53;vel.pede.blandit@tristiquepharetraQuisque.ca
25;218370620;1999-06-05;Marsh;Blair;GSEA1;01 37 28 15 77;a@utodiovel.co.uk
26;235357581;1999-04-16;Anderson;Moses;GSEA1;02 49 80 19 26;orci.tincidunt@aliquamadipiscinglacus.net
27;291931049;1999-10-30;Ayala;Graham;GSEA1;07 89 71 26 10;dolor.nonummy@volutpat.org
