ID;CNE;DateofBirth;FirstName;LastName;ClasseName;Phone;Email
1;288053062;1997-10-09;Wells;Garrett;GSTR3;05 91 84 06 44;metus@In.edu
2;235940312;1997-07-11;Leach;Hyde;GSTR3;08 75 35 29 74;Duis.dignissim@luctus.com
3;294585441;1997-07-28;Phillips;Gordon;GSTR3;04 26 43 30 27;Praesent@velpedeblandit.net
4;185463291;1997-09-22;Delgado;Banks;GSTR3;07 61 63 29 18;non@ut.com
5;278500645;1997-02-11;Garner;Coleman;GSTR3;02 93 41 19 74;bibendum.ullamcorper.Duis@enimSuspendisse.net
6;246813080;1997-02-28;Miles;Avila;GSTR3;05 63 85 99 02;et@adipiscing.org
7;227348823;1997-06-15;Lamb;Moreno;GSTR3;05 45 89 38 81;id.erat.Etiam@odiosemper.co.uk
8;221356590;1997-09-14;Moon;Dale;GSTR3;02 87 26 62 06;Nunc.sed@Crasinterdum.net
9;294038887;1997-10-06;Alston;Patel;GSTR3;03 48 72 12 70;magna@consectetuermauris.net
10;296273074;1997-03-31;Hinton;Howe;GSTR3;07 48 68 51 07;tempus.risus.Donec@nequeIn.edu
11;226299332;1997-06-29;Stevenson;Gallegos;GSTR3;02 30 15 23 24;aliquam@vitae.ca
12;230123094;1997-01-12;Acosta;Tyler;GSTR3;06 57 56 28 00;blandit@tinciduntnuncac.org
13;191568658;1997-02-03;Gibbs;Prince;GSTR3;04 66 25 76 96;pretium.neque@cursusnon.com
14;240621398;1997-02-18;Blair;Langley;GSTR3;07 17 90 46 69;libero.et@vitae.edu
15;221160310;1997-01-21;Estrada;Hood;GSTR3;07 22 52 54 25;feugiat.metus@etarcuimperdiet.ca
16;296887694;1997-09-03;Stewart;Cameron;GSTR3;04 32 29 44 08;euismod.mauris@nequeMorbi.net
17;271963461;1997-06-20;Rose;Russo;GSTR3;05 73 84 78 34;ridiculus.mus@purusDuiselementum.ca
18;185162486;1997-07-05;Norman;Hood;GSTR3;03 48 55 39 48;aliquam.eros@ligulaconsectetuer.org
19;209255448;1997-10-31;Carter;Peterson;GSTR3;08 71 41 24 42;ipsum@lobortis.com
20;194910614;1997-09-11;Dale;Soto;GSTR3;08 76 82 32 58;molestie.tellus.Aenean@milaciniamattis.edu
21;189353425;1997-04-21;Woodard;Mcdowell;GSTR3;05 11 02 49 12;pretium.et@lacusQuisque.co.uk
22;184360315;1997-01-07;Morales;Russo;GSTR3;01 61 64 37 87;ut.pellentesque@necquam.co.uk
23;218118187;1997-09-21;Davenport;Le;GSTR3;07 96 02 79 89;tempor@etlaciniavitae.ca
24;228759693;1997-07-17;Best;Holden;GSTR3;07 99 96 77 89;auctor.vitae@sit.org
25;217009019;1997-03-19;Barr;Foster;GSTR3;04 16 45 62 49;iaculis.lacus@nislQuisque.ca
26;253172430;1997-07-30;Rivera;Warren;GSTR3;07 84 90 26 55;tristique@etmagnaPraesent.net
27;270185581;1997-11-24;Davenport;Todd;GSTR3;09 60 70 45 51;in@eratVivamusnisi.org
